snapshot_time,symbol,match_price,ref_price
2026-04-02 00:38:49,ACB,23800,23550
2026-04-02 01:39:12,ACB,23800,23550
2026-04-02 02:45:30,ACB,23800,23550
2026-04-02 03:30:55,ACB,23800,23550
2026-04-02 04:25:00,ACB,23800,23550
2026-04-02 05:04:49,ACB,23800,23550
2026-04-02 05:56:44,ACB,23800,23550
2026-04-02 06:45:02,ACB,23800,23550
2026-04-02 08:00:06,ACB,0,23800
2026-04-02 10:50:04,ACB,23550,23800
2026-04-02 12:27:47,ACB,23450,23800
2026-04-02 13:52:17,ACB,23350,23800
2026-04-02 15:04:20,ACB,23600,23800
2026-04-02 16:13:16,ACB,23600,23800
2026-04-02 17:14:25,ACB,23600,23800
2026-04-02 18:12:57,ACB,23600,23800
2026-04-02 19:01:01,ACB,23600,23800
