snapshot_time,symbol,match_price,ref_price
2026-05-08 00:26:28,HPG,27750,27600
2026-05-08 02:16:56,HPG,27750,27600
2026-05-08 03:43:23,HPG,27750,27600
2026-05-08 04:41:23,HPG,27750,27600
2026-05-08 05:44:42,HPG,27750,27600
2026-05-08 06:38:47,HPG,27750,27600
2026-05-08 08:25:32,HPG,0,27750
2026-05-08 11:39:11,HPG,27850,27750
2026-05-08 13:22:03,HPG,27850,27750
2026-05-08 15:07:06,HPG,27850,27750
2026-05-08 16:51:57,HPG,27850,27750
2026-05-08 18:07:24,HPG,27850,27750
2026-05-08 19:18:54,HPG,27850,27750
2026-05-08 21:20:30,HPG,27850,27750
2026-05-08 22:56:58,HPG,27850,27750
