snapshot_time,symbol,match_price,ref_price
2026-04-17 00:59:15,FPT,74100,75100
2026-04-17 02:35:25,FPT,74100,75100
2026-04-17 03:28:36,FPT,74100,75100
2026-04-17 04:24:02,FPT,74100,75100
2026-04-17 05:07:26,FPT,74100,75100
2026-04-17 06:02:12,FPT,74100,75100
2026-04-17 06:55:09,FPT,74100,75100
2026-04-17 09:53:47,FPT,76100,74100
2026-04-17 12:28:19,FPT,77300,74100
2026-04-17 14:11:08,FPT,76400,74100
2026-04-17 15:56:49,FPT,76000,74100
2026-04-17 17:20:26,FPT,76000,74100
2026-04-17 18:27:48,FPT,76000,74100
2026-04-17 19:37:49,FPT,76000,74100
