snapshot_time,symbol,match_price,ref_price
2026-04-07 00:27:28,HPG,26850,26650
2026-04-07 01:32:29,HPG,26850,26650
2026-04-07 02:39:19,HPG,26850,26650
2026-04-07 03:23:44,HPG,26850,26650
2026-04-07 04:04:02,HPG,26850,26650
2026-04-07 04:50:07,HPG,26850,26650
2026-04-07 05:26:10,HPG,26850,26650
2026-04-07 06:06:22,HPG,26850,26650
2026-04-07 06:51:02,HPG,26850,26650
2026-04-07 08:46:58,HPG,0,26850
2026-04-07 11:20:28,HPG,26900,26850
2026-04-07 13:01:48,HPG,26850,26850
2026-04-07 14:47:19,HPG,26800,26850
2026-04-07 15:48:23,HPG,26800,26850
2026-04-07 16:55:13,HPG,26800,26850
2026-04-07 18:00:44,HPG,26800,26850
2026-04-07 18:59:49,HPG,26800,26850
2026-04-07 20:56:11,HPG,26800,26850
2026-04-07 22:16:47,HPG,26800,26850
2026-04-07 23:36:09,HPG,26800,26850
