snapshot_time,symbol,match_price,ref_price
2026-04-29 00:25:05,FPT,74400,73400
2026-04-29 02:08:07,FPT,74400,73400
2026-04-29 03:41:00,FPT,74400,73400
2026-04-29 04:44:05,FPT,74400,73400
2026-04-29 05:42:08,FPT,74400,73400
2026-04-29 06:40:40,FPT,74400,73400
2026-04-29 08:25:52,FPT,0,74400
2026-04-29 11:56:31,FPT,73700,74400
2026-04-29 14:27:55,FPT,74100,74400
2026-04-29 16:36:17,FPT,75500,74400
2026-04-29 18:18:56,FPT,75500,74400
2026-04-29 20:00:35,FPT,75500,74400
2026-04-29 22:24:46,FPT,75500,74400
