snapshot_time,symbol,match_price,ref_price
2026-04-10 00:17:11,HPG,28250,28000
2026-04-10 01:14:35,HPG,28250,28000
2026-04-10 02:42:14,HPG,28250,28000
2026-04-10 03:35:26,HPG,28250,28000
2026-04-10 04:29:33,HPG,28250,28000
2026-04-10 05:09:31,HPG,28250,28000
2026-04-10 06:01:35,HPG,28250,28000
2026-04-10 06:51:08,HPG,28250,28000
2026-04-10 08:52:18,HPG,0,28250
2026-04-10 11:44:48,HPG,28250,28250
2026-04-10 13:23:34,HPG,28300,28250
2026-04-10 15:07:06,HPG,28000,28250
2026-04-10 16:38:38,HPG,28000,28250
2026-04-10 17:38:41,HPG,28000,28250
2026-04-10 18:33:33,HPG,28000,28250
2026-04-10 19:32:40,HPG,28000,28250
2026-04-10 22:01:03,HPG,28000,28250
