snapshot_time,symbol,match_price,ref_price
2026-04-10 00:17:11,FPT,78300,79100
2026-04-10 01:14:35,FPT,78300,79100
2026-04-10 02:42:14,FPT,78300,79100
2026-04-10 03:35:26,FPT,78300,79100
2026-04-10 04:29:33,FPT,78300,79100
2026-04-10 05:09:31,FPT,78300,79100
2026-04-10 06:01:35,FPT,78300,79100
2026-04-10 06:51:08,FPT,78300,79100
2026-04-10 08:52:18,FPT,0,78300
2026-04-10 11:44:48,FPT,77800,78300
2026-04-10 13:23:34,FPT,77700,78300
2026-04-10 15:07:06,FPT,77700,78300
2026-04-10 16:38:38,FPT,77700,78300
2026-04-10 17:38:41,FPT,77700,78300
2026-04-10 18:33:33,FPT,77700,78300
2026-04-10 19:32:40,FPT,77700,78300
2026-04-10 22:01:03,FPT,77700,78300
2026-04-10 23:04:27,FPT,77700,78300
