snapshot_time,symbol,match_price,ref_price
2026-04-15 00:55:28,ACB,24000,23750
2026-04-15 02:23:48,ACB,24000,23750
2026-04-15 03:31:00,ACB,24000,23750
2026-04-15 04:29:36,ACB,24000,23750
2026-04-15 05:25:31,ACB,24000,23750
2026-04-15 06:25:04,ACB,24000,23750
2026-04-15 07:08:10,ACB,24000,23750
2026-04-15 10:40:20,ACB,24000,24000
2026-04-15 12:51:45,ACB,23950,24000
2026-04-15 14:23:51,ACB,23850,24000
2026-04-15 16:03:26,ACB,23800,24000
2026-04-15 17:37:54,ACB,23800,24000
2026-04-15 18:39:47,ACB,23800,24000
2026-04-15 19:46:36,ACB,23800,24000
