snapshot_time,symbol,match_price,ref_price
2026-04-09 00:55:09,FPT,79100,74000
2026-04-09 02:21:19,FPT,79100,74000
2026-04-09 03:07:03,FPT,79100,74000
2026-04-09 04:01:38,FPT,79100,74000
2026-04-09 04:56:46,FPT,79100,74000
2026-04-09 05:52:50,FPT,79100,74000
2026-04-09 06:36:09,FPT,79100,74000
2026-04-09 07:03:46,FPT,79100,74000
2026-04-09 10:26:05,FPT,78600,79100
2026-04-09 12:29:15,FPT,78300,79100
2026-04-09 14:03:04,FPT,78600,79100
2026-04-09 15:45:05,FPT,78300,79100
2026-04-09 16:58:33,FPT,78300,79100
