snapshot_time,symbol,match_price,ref_price
2026-05-01 00:45:49,HPG,27750,27750
2026-05-01 02:01:16,HPG,27750,27750
2026-05-01 03:17:33,HPG,27750,27750
2026-05-01 04:30:06,HPG,27750,27750
2026-05-01 05:31:55,HPG,27750,27750
2026-05-01 06:32:09,HPG,27750,27750
2026-05-01 08:25:11,HPG,27750,27750
2026-05-01 12:09:49,HPG,27750,27750
2026-05-01 14:38:03,HPG,27750,27750
2026-05-01 16:21:46,HPG,27750,27750
2026-05-01 17:51:54,HPG,27750,27750
2026-05-01 18:55:04,HPG,27750,27750
2026-05-01 20:26:00,HPG,27750,27750
2026-05-01 21:38:33,HPG,27750,27750
2026-05-01 22:40:34,HPG,27750,27750
2026-05-01 23:40:07,HPG,27750,27750
