snapshot_time,symbol,match_price,ref_price
2026-04-22 00:17:49,HPG,28550,28450
2026-04-22 01:16:23,HPG,28550,28450
2026-04-22 02:42:04,HPG,28550,28450
2026-04-22 03:35:02,HPG,28550,28450
2026-04-22 04:28:45,HPG,28550,28450
2026-04-22 05:23:21,HPG,28550,28450
2026-04-22 06:07:00,HPG,28550,28450
2026-04-22 06:51:16,HPG,28550,28450
2026-04-22 08:55:22,HPG,0,28550
2026-04-22 11:49:45,HPG,28100,28550
2026-04-22 13:28:58,HPG,28200,28550
2026-04-22 15:18:09,HPG,28200,28550
2026-04-22 16:57:01,HPG,28200,28550
2026-04-22 18:15:33,HPG,28200,28550
2026-04-22 19:11:34,HPG,28200,28550
2026-04-22 21:11:22,HPG,28200,28550
2026-04-22 22:42:36,HPG,28200,28550
