snapshot_time,symbol,match_price,ref_price
2026-04-22 00:17:49,FPT,75100,76900
2026-04-22 01:16:23,FPT,75100,76900
2026-04-22 02:42:04,FPT,75100,76900
2026-04-22 03:35:02,FPT,75100,76900
2026-04-22 04:28:45,FPT,75100,76900
2026-04-22 05:23:21,FPT,75100,76900
2026-04-22 06:07:00,FPT,75100,76900
2026-04-22 06:51:16,FPT,75100,76900
2026-04-22 08:55:22,FPT,0,75100
2026-04-22 11:49:45,FPT,74300,75100
2026-04-22 13:28:58,FPT,74700,75100
2026-04-22 15:18:09,FPT,74600,75100
2026-04-22 16:57:01,FPT,74600,75100
2026-04-22 18:15:33,FPT,74600,75100
2026-04-22 19:11:34,FPT,74600,75100
