time,open,high,low,close,volume,return_1d,ma_5,ma_20,ma_50,volume_ma_20
2024-10-23,21.22,21.35,21.01,21.22,7707474,0.0,21.532,21.564,20.9208,9903519.45
2024-10-24,21.22,21.26,20.89,20.89,8933983,-0.015551366635249697,21.34,21.5225,20.944200000000002,9440888.45
2024-10-25,20.89,20.97,20.76,20.8,9226582,-0.004308281474389664,21.137999999999998,21.4805,20.9666,9361396.75
2024-10-28,20.8,21.01,20.68,21.01,5000754,0.010096153846153921,21.028,21.4555,20.9942,9188248.1
2024-10-29,21.14,21.14,20.97,21.05,4181333,0.0019038553069965491,20.994,21.4325,21.014199999999995,8876462.4
2024-10-30,21.05,21.1,20.85,20.97,3876354,-0.0038004750593825243,20.944,21.403,21.031799999999997,8564330.65
2024-10-31,20.97,21.26,20.93,21.22,5077809,0.011921793037672934,21.009999999999998,21.3905,21.053399999999996,8077815.5
2024-11-01,21.14,21.22,20.8,20.8,7860339,-0.01979264844486328,21.01,21.369500000000002,21.0616,8037321.75
2024-11-04,20.89,20.93,20.6,20.68,9123996,-0.00576923076923086,20.944,21.3405,21.0674,8154723.35
2024-11-05,20.72,20.8,20.68,20.68,3068254,0.0,20.869999999999997,21.309,21.072400000000002,7981734.3
2024-11-06,20.8,21.05,20.72,20.97,6246056,0.014023210831721533,20.869999999999997,21.261000000000003,21.0832,7293323.8
2024-11-07,21.05,21.14,20.8,20.97,4846687,0.0,20.82,21.214999999999996,21.094,7081270.05
2024-11-08,20.97,21.05,20.68,20.8,8226830,-0.008106819265617515,20.82,21.164499999999997,21.1006,7164328.5
2024-11-11,20.8,20.89,20.6,20.76,6748424,-0.0019230769230769162,20.836000000000002,21.1185,21.1038,7050071.65
2024-11-12,20.72,20.85,20.6,20.76,4147541,0.0,20.851999999999997,21.076500000000003,21.1046,6901662.95
2024-11-13,20.72,20.8,20.55,20.8,6394310,0.0019267822736031004,20.818,21.041,21.108600000000003,6951305.1
2024-11-14,20.6,20.76,20.51,20.51,5798457,-0.013942307692307643,20.726,20.974,21.1094,6781225.15
2024-11-15,20.51,20.55,20.3,20.39,9284110,-0.005850804485616812,20.644,20.903,21.106200000000005,6670547.85
2024-11-18,20.39,20.55,20.14,20.47,8112732,0.003923491907797949,20.586000000000002,20.848499999999998,21.107000000000003,6799296.85
2024-11-19,20.47,20.51,20.3,20.3,5787839,-0.008304836345871869,20.494,20.802500000000002,21.1078,6482493.2
2024-11-20,20.22,20.51,20.18,20.47,6242481,0.008374384236453203,20.427999999999997,20.765,21.1136,6409243.55
2024-11-21,20.47,20.76,20.26,20.76,7585401,0.014167073766487626,20.478,20.7585,21.1202,6341814.45
2024-11-22,20.76,20.85,20.6,20.85,5698260,0.004335260115607031,20.57,20.761,21.1294,6165398.35
2024-11-25,20.85,20.89,20.72,20.8,4112332,-0.0023980815347721673,20.636000000000003,20.7505,21.1418,6120977.25
2024-11-26,20.8,20.97,20.76,20.89,3562709,0.004326923076923173,20.753999999999998,20.7425,21.150199999999998,6090046.05
2024-11-27,20.85,21.05,20.85,20.93,2748008,0.0019147917663953073,20.846000000000004,20.7405,21.156800000000004,6033628.75
2024-11-28,21.01,21.05,20.85,21.01,4596147,0.003822264691830002,20.896,20.73,21.1626,6009545.65
2024-11-29,21.01,21.05,20.89,21.05,3883425,0.0019038553069965491,20.936,20.7425,21.155,5810699.95
2024-12-02,21.1,21.18,20.93,21.01,2490927,-0.0019002375296911511,20.978,20.759,21.1466,5479046.5
2024-12-03,21.05,21.05,20.85,20.89,6131057,-0.0057115659209900915,20.978,20.7695,21.1332,5632186.65
