date,open,high,low,close,volume,return_1d,ma_5,ma_20,ma_50
2026-03-30 07:00:00,23.3,23.8,23.3,23.75,7414700,,,,
2026-03-31 07:00:00,23.65,23.85,23.45,23.55,13096000,-0.008421052631578885,,,
2026-04-01 07:00:00,23.85,23.9,23.7,23.75,4612300,0.00849256900212314,,,
