date,open,high,low,close,volume,return_1d,ma_5,ma_20,ma_50
2026-03-30 07:00:00,74.4,75.2,73.5,74.0,7814800,,,,
2026-03-31 07:00:00,74.9,75.5,74.4,74.7,5639200,0.009459459459459474,,,
2026-04-01 07:00:00,75.9,76.3,75.3,75.4,3171900,0.009370816599732379,,,
