snapshot_time,symbol,match_price,ref_price
2026-04-24 00:49:10,ACB,23500,23600
2026-04-24 01:51:20,ACB,23500,23600
2026-04-24 03:03:07,ACB,23500,23600
2026-04-24 04:04:59,ACB,23500,23600
2026-04-24 04:59:45,ACB,23500,23600
2026-04-24 06:00:12,ACB,23500,23600
2026-04-24 06:57:34,ACB,23500,23600
2026-04-24 10:40:42,ACB,23500,23500
2026-04-24 12:58:16,ACB,23500,23500
2026-04-24 15:17:54,ACB,23400,23500
2026-04-24 16:58:01,ACB,23400,23500
2026-04-24 18:16:06,ACB,23400,23500
2026-04-24 19:10:08,ACB,23400,23500
