snapshot_time,symbol,match_price,ref_price
2026-04-14 00:15:03,ACB,23750,23850
2026-04-14 01:41:25,ACB,23750,23850
2026-04-14 02:53:30,ACB,23750,23850
2026-04-14 03:55:08,ACB,23750,23850
2026-04-14 04:54:25,ACB,23750,23850
2026-04-14 05:46:00,ACB,23750,23850
2026-04-14 06:31:20,ACB,23750,23850
2026-04-14 08:08:37,ACB,0,23750
2026-04-14 11:19:10,ACB,24000,23750
2026-04-14 13:14:49,ACB,24050,23750
2026-04-14 15:07:48,ACB,24000,23750
2026-04-14 16:49:41,ACB,24000,23750
2026-04-14 17:55:31,ACB,24000,23750
2026-04-14 19:00:27,ACB,24000,23750
2026-04-14 21:07:25,ACB,24000,23750
2026-04-14 22:38:24,ACB,24000,23750
